reviewerId,text,rate,publishedAtDate,isLocalGuide,placeId
105089979768257179509,"Akhirnya tomoro coffee buka di Jember.

Selalu penasaran karna di twitter banyak yg bilang bisa dapet kopi gratis pake aplikasinya.

Akhirnya tanggal 22 Maret kemaren tomoro coffee membuka gerai pertamanya di Jember, tepatnya di Jalan Jawa pas di samping Lawson.

Tempatnya tidak begitu luas, indoornya mungkin hanya untuk kapasitas >25 orang, ada tempat duduk diluar juga.

Pemesanan bisa walk-in atau via aplikasi, pembayaran lengkap bisa tunai dan qris.",5,2024-03-27T14:45:09.664Z,TRUE,ChIJXb90c3iV1i0RjmZsp_jCRyg
114358167168273533706,akhirnyaaaa buka dijember🥺🥺,5,2024-03-22T14:18:20.921Z,TRUE,ChIJXb90c3iV1i0RjmZsp_jCRyg
105089979768257179509,"Alternatif kafe dengan tempat yang nyaman, dilengkapi Wi-Fi cocok buat ngerjain tugas",4,2016-01-15T03:47:19.587Z,TRUE,ChIJk0rV8c-V1i0Rptk09IwbuBs
102690822987645993631,"Alternatif untuk ngobrol atau rapat, karena pelanggannya tak begitu gaduh dan jalanan tak begitu ramai.",3,2016-05-10T17:21:21.494Z,TRUE,ChIJk0rV8c-V1i0Rptk09IwbuBs
101783436146530148509,"Americano - nya Ok, dan semoga tetap konsisten dari rasa dan tetap di improve pelayanannya sebagai salah satu kafe baru di Jember..",5,2023-05-29T12:31:07.643Z,FALSE,ChIJcx44d_2V1i0RJPQNFKOaDjg
106916635561118663475,americano harusnya gaada gula woi,5,2025-10-19T12:56:13.930Z,FALSE,ChIJu6CAsySV1i0RO4xpcDW5DSs
117242696938165236030,"americano, kopi hitam, caramel macchiato, sama varian kacang hijaunya wajib dicoba",5,2025-07-06T00:25:45.650Z,FALSE,ChIJu6CAsySV1i0RO4xpcDW5DSs
114878795317612321668,"another greeny cafe! tempat bagian luarnya dipenuhi pohon rindang, bikin suasana sejuk, tapi tetep estetik. di sini juga disediakan buku bacaan (novel, komik) serta kabel olor. untuk harga masih standard, mulai dari belasan ribu udah bisa dapet minuman/snacks. pelayanannya jg oke dan tempat parkirnya luas plus ga perlu bayar🤩

oh ya, tempat minuman dingin masih pakai plastik dan sedotan sekali pakai.",4,2025-11-13T10:47:57.789Z,TRUE,ChIJcx44d_2V1i0RJPQNFKOaDjg
103285589576212543003,"another homey cafe in Jember!
suasananya tenang karena di dalam perumahan. ada indoor dan outdoor yg bisa dipilih.

kalo dari segi makanan minuman, untuk harga juga masih terjangkau.",5,2025-11-05T10:46:18.710Z,FALSE,ChIJfwPNV2eV1i0Rpz-C5nnFWdk
114878795317612321668,"another homey cafe in Jember!
suasananya tenang karena di dalam perumahan. ada indoor dan outdoor yg bisa dipilih. selain itu, juga tersedia mushola dan dekat dengan masjid. jadi, bisa kedengeran suara adzan.

kalo dari segi makanan minuman, aku sangat merekomendasikan matcha pistachio! teksturnya creamy, perpaduan rasa kacang dan matchanya pas. manis gurihnya berasa. untuk harga juga masih terjangkau. sayangnya, kemasan minumannya masih ada yg pakai cup plastik sekali pakai, meskipun beberapa enggak.

overall, it's worth-visiting!",5,2025-09-17T06:56:12.778Z,TRUE,ChIJfwPNV2eV1i0Rpz-C5nnFWdk
108967174119285975627,"Antrian tdk di pisahkan antara gojek dan customer biasa,kan kadang orderan gojek masuk dahulu daripada cs biasa (beli langsung),",5,2021-06-11T13:05:40.771Z,TRUE,ChIJu6CAsySV1i0RO4xpcDW5DSs
100167234734960975612,"Ape nih bejir, pelayan nya kalem x ramah, suasana nya adem dikarenakan dekat sm hutan, vibes nya sumpahhhh adem banget, harus banget warga Jember kesini sih",5,2024-05-25T04:54:45.715Z,FALSE,ChIJcx44d_2V1i0RJPQNFKOaDjg
101736119013095835591,"Aren lattenya enak + lagi banyak promo
Ambiens tempatnya nyaman banget buat nugas. Penerangan ga terlalu terang. Good place to visit!",5,2024-04-08T09:54:04.793Z,FALSE,ChIJXb90c3iV1i0RjmZsp_jCRyg
107448068782605472641,Aroma kopi yang bikin candu tercandu,4,2024-08-12T03:51:41.974Z,FALSE,ChIJXb90c3iV1i0RjmZsp_jCRyg
107709006764414231983,"Artistik, layanan juga oke, WiFi pun jg joss.
Mantaplah buat pengembang cafe 👍",5,2020-08-28T00:18:34.811Z,TRUE,ChIJk0rV8c-V1i0Rptk09IwbuBs
110683182441769317759,"As an INFJ, I really like the atmosphere there, very comfy.",5,2023-12-11T15:07:42.368Z,TRUE,ChIJHRhX4pWX1i0RslvmUUB3fQs
105344230849119959720,Asik,4,2022-03-31T10:25:15.695Z,TRUE,ChIJgaSgQQKV1i0RNTHcruo-0ag
105324568625792359218,"asik buat nongkrong, dan selalu jadi pilihan ngopi di jember.
nb. ada ularnya kak di belakang",4,2017-09-24T11:26:00.653Z,TRUE,ChIJk0rV8c-V1i0Rptk09IwbuBs
100446328360543658041,Asik loooh.. buat xantai...ngopi² makan² acara² juga enak...,5,2024-01-12T08:23:40.509Z,TRUE,ChIJfwPNV2eV1i0Rpz-C5nnFWdk
112089714430092824765,Asikkk sihh tempat nyaa tenang banget untuk makanan enak semuaa apalagi sama bakmie nyaaa enak banget sumpahh enak banget untuk minuman enakk semuaa pokoknya terutama di bakmi enak banget bakmi nyaa sukses terus yahh podo joyo,5,2024-09-25T10:13:22.470Z,FALSE,ChIJHRhX4pWX1i0RslvmUUB3fQs
110440148993341815439,"Asri tempatnya asik buat ngopi, cozy, risol mayo nya enak murce lagi.",4,2022-03-24T07:07:52.293Z,TRUE,ChIJfwPNV2eV1i0Rpz-C5nnFWdk
114592070988141989871,Asyik,4,2019-04-18T07:47:10.885Z,TRUE,ChIJk0rV8c-V1i0Rptk09IwbuBs
116793539644311763152,Asyiknya ngops sambil liat orang lewat dari atap,5,2020-07-19T15:33:44.790Z,FALSE,ChIJOY3WLQOV1i0RwuwHYc0rUg4
115178213451801344793,Ayem. Homey..,5,2018-06-14T00:09:24.938Z,TRUE,ChIJk0rV8c-V1i0Rptk09IwbuBs
117627602864642074385,Ayo temen2 ramaikan buat orderan dan para pelanggan setia beli kopi dimana pun ada berada.,5,2025-10-16T04:04:03.036Z,TRUE,ChIJu6CAsySV1i0RO4xpcDW5DSs
113574957059614686526,"Bad experience. Di upsell 3 kali tanpa dijelaskan kalau kena biaya tambahan. Hanya ditawari ""Mau kopi strong/biasa, takeaway/dine in, dll"" tanpa tahu kalau tiap tawaran bakal kena extra charge 5-10k. Takeaway kena extra 10k, dan ini baru tahu setelah mau bayar. Waktu di total juga ga ada info rincian apa saja, hanya diberitahu total yang harus dibayar. Memang begini kah SOP nya ? Sayang sekali padahal tempatnya enak. Parkir berbayar",3,2025-02-23T06:47:24.052Z,TRUE,ChIJXb90c3iV1i0RjmZsp_jCRyg
105444994099656318112,"Bagian belakang saya kurang tau entah bekas atau masih digunakan sbg tempat cuci mobil/motor. Kalau bekas, lebih baik dibongkar untuk memperluas area Cafe. Beberapa tempat duduk kurang nyaman karena sedikit bisa dikatakan rusak. Jalan masuk ke Cafe jg rusak, banyak bebatuan yg bisa membuat nilai minus juga. Tapi selain ada bangku dan tempat duduk. Di Cafe cangkirkita terdapat tempat duduk lesehan yg cukup luas dan nyaman",2,2020-09-08T16:16:15.626Z,TRUE,ChIJk0rV8c-V1i0Rptk09IwbuBs
104172869462274683814,bagus,5,2023-08-31T12:28:38.791Z,TRUE,ChIJu6CAsySV1i0RO4xpcDW5DSs
104820846444529492383,bagus,5,2023-06-15T03:30:28.938Z,FALSE,ChIJu6CAsySV1i0RO4xpcDW5DSs
108100889991765611898,Bagus,5,2024-09-01T15:17:44.932Z,FALSE,ChIJXb90c3iV1i0RjmZsp_jCRyg
118163170311940296073,bagus,5,2019-11-20T06:28:41.598Z,TRUE,ChIJk0rV8c-V1i0Rptk09IwbuBs
100124731828453158107,"Bagus
Nyaman
Akses parkir juga mudah
Recomended

Cuma mungkin adain larangan merokok aja ya
Ventilasinya kurang aja kalo dibebasin ngerokok
Bikin kurang nyaman",5,2021-05-18T09:10:14.342Z,TRUE,ChIJu6CAsySV1i0RO4xpcDW5DSs
111656619011971069771,"bagus
rapi
pelayanan ramah",5,2025-09-07T08:29:36.959Z,FALSE,ChIJcx44d_2V1i0RJPQNFKOaDjg
108020397695123031113,Bagus 👍,5,2023-05-20T03:13:50.446Z,FALSE,ChIJcx44d_2V1i0RJPQNFKOaDjg
108512997966359734379,Bagus banget tempatnya bersih dan makanan minumannya enak.,5,2022-02-01T11:58:34.474Z,TRUE,ChIJfwPNV2eV1i0Rpz-C5nnFWdk
108642401439084814363,"bagus buat ngobrol, suasana enak... makan lumayan, mungkin lbh dibanyakin lg pilihan nya",5,2024-07-08T02:01:33.094Z,TRUE,ChIJcx44d_2V1i0RJPQNFKOaDjg
111925536469957214550,Bagus buat nongkrong,4,2019-11-11T16:15:43.787Z,TRUE,ChIJk0rV8c-V1i0Rptk09IwbuBs
111002090183574888552,bagus dan nyaman,5,2025-10-15T12:59:20.938Z,FALSE,ChIJuwjkbQCV1i0RY5O_bQwdFdI
110515496850932021358,Bagus sekali hebat,5,2025-10-24T09:43:37.556Z,FALSE,ChIJuwjkbQCV1i0RY5O_bQwdFdI
111601823219221742755,"Bagus tadi kesini, suasana nya adem parah!! Gw kesini bareng mbak karena emg bagus katanya, Pelayanannya bagus trus makanan minuman nya dateng nya sekitar 10 mnt an
Jadi rekomendasi banget sih kesini",5,2024-05-25T04:59:08.812Z,FALSE,ChIJcx44d_2V1i0RJPQNFKOaDjg
107344706002850922634,Bagus tempatnya,5,2019-01-29T01:23:44.290Z,TRUE,ChIJk0rV8c-V1i0Rptk09IwbuBs
115691096919251145929,Bagus tempatnya enak,5,2021-06-10T05:52:58.258Z,TRUE,ChIJu6CAsySV1i0RO4xpcDW5DSs
104024913328860249775,"Bagus tempatnya, good place juga..",5,2025-04-21T14:45:00.382Z,TRUE,ChIJHRhX4pWX1i0RslvmUUB3fQs
105895484559203148236,"Bagus untuk konsepnya, rasa enak dan harga untuk kopi disini cukup murah",4,2021-06-24T19:23:48.963Z,TRUE,ChIJu6CAsySV1i0RO4xpcDW5DSs
110077416413761118755,"Bagus, bersih, pelayannya juga ramah dan rapi.",5,2020-07-03T14:06:48.842Z,TRUE,ChIJOY3WLQOV1i0RwuwHYc0rUg4
101862671230522311969,"Bagus, murah",5,2022-02-19T08:56:06.628Z,TRUE,ChIJu6CAsySV1i0RO4xpcDW5DSs
104185492310380869538,"bagus, nyaman",5,2024-05-02T15:47:41.941Z,FALSE,ChIJXb90c3iV1i0RjmZsp_jCRyg
112321684530790932983,"Bagus, tempanya enak",5,2018-06-26T17:35:37.629Z,TRUE,ChIJk0rV8c-V1i0Rptk09IwbuBs
106629786690160633043,Bagus. Nyaman,5,2018-07-17T13:32:48.476Z,FALSE,ChIJEXJtGNeX1i0R6EftAgaS3Yk
105778752720403168305,bagusss,5,2024-06-23T07:14:13.040Z,FALSE,ChIJcx44d_2V1i0RJPQNFKOaDjg
107523380302086019903,Baguuuusss... Cozy bgt tempatnya,5,2018-05-29T10:08:15.384Z,FALSE,ChIJEXJtGNeX1i0R6EftAgaS3Yk
103703881630029366612,Baik,5,2022-06-05T09:57:36.450Z,TRUE,ChIJfwPNV2eV1i0Rpz-C5nnFWdk
109807025524680214864,Baik ramah,5,2019-12-13T02:57:18.890Z,TRUE,ChIJk0rV8c-V1i0Rptk09IwbuBs
116164346875359918472,"Baiklah..
Mari kita review🙃

First impression
Tempat nya cozy banget paraah..
Asik niih buat nugas, sendiri an pun aku berani
Karena aku tipe orang yang kadang takut k tempat sendiri. Tapi, tempat ini cucok kalau semisal kalian mau nugas sendirian
Nyaman dan tenang...
Apalagi view nya yaaa emang menenagkan, banyak tanemannnya..

Kalau kalian gak lagi mau nugas pun, sabi banget laah.. Buat kongkow"" Berjamaah..
Disana juga Ada tempat buat  berjamaah ria. Ada poker sama uno juga yang bisa di pinjem.

Parkir luass siih, Aman kalau Ada sepeda banyak, pun kalau mau bawa mobil

Menu.. Pasti kepo menu nya kaaan..
Disini teegolong enak siih, dan murmer menurutku yang masih kelas mahasiswa. Karena harga umum dan porsi lumayan laah..
Disini aku paling suka strawberry milkshake, enak manisnya juga pas. Coffee latte juga suka, rasanya balance😅. Ouh iya americano juga aku suka..
Kalau espresso nya agak asem siih.. Mungkin basic nya arabica, tapi Kenya bisa request koo kalo mau robusta dominan. Soalnya disana banyak juga jenis dan macam kopinya. Ouh iyaa.. French fries nya juga recommend siih..

Udah gitu aja, kalian bisa coba gih.. Mampir"" Sana. Selamat berkunjung ria🤗🤗",5,2022-01-24T09:08:13.781Z,TRUE,ChIJEXJtGNeX1i0R6EftAgaS3Yk
106981828646241933266,"Bali vibe banget, apalgi pas sore sambil makan burger kopi or jus, menunya best",5,2025-11-05T10:39:19.322Z,FALSE,ChIJfwPNV2eV1i0Rpz-C5nnFWdk
108429621177899833079,"Banyak output seni botol botol kosong minuman keras, binatang reptil,  kursi kayu klasik,  musik, unik, makanan setara cafe cafe, ga ada makanan berat, ada ice cream, roti bakar, kentang goreng, kopi kopi, soda, dll. Dibagi 3 sekat ruangan, teras garasi, indoor, dan lesehan. Lumayan kok buat kongkow.",4,2017-02-11T12:55:38.232Z,FALSE,ChIJk0rV8c-V1i0Rptk09IwbuBs
101620084954248565267,banyak tempat duduk + affordable,5,2021-05-20T10:19:01.957Z,FALSE,ChIJu6CAsySV1i0RO4xpcDW5DSs
102200903978237516123,Banyak variasi nya,4,2021-07-16T12:03:24.076Z,TRUE,ChIJu6CAsySV1i0RO4xpcDW5DSs
101608480749669459992,Barista yang berpengalaman berbanding lurus dengan sajian kopi yang nikmat,5,2022-03-23T06:23:14.441Z,FALSE,ChIJgaSgQQKV1i0RNTHcruo-0ag
109833090520209006810,baristanya baikkk!!!!,4,2024-12-04T14:58:24.662Z,FALSE,ChIJXb90c3iV1i0RjmZsp_jCRyg
109546457198794845243,"baru jam 9 sudah diusir, harusnya dari awal bilang sebelum saya beli kalo hanya bisa take away di jam 9 malam. ini malah tiba tiba di suru bungkus tanpa ada pengarahan apapun. SAYA MEMANG GA SERING KE BELKOP, TAPI SAYA SERING KE COFFE SHOP LAIN. prasaan waktu mau tutup ga gini amat. BUAT MAS MAS SHIFT MALAM DI TANGGAL 1 SEPTEMBER 2025",1,2025-09-01T15:22:59.868Z,FALSE,ChIJu6CAsySV1i0RO4xpcDW5DSs
105089979768257179509,"Baru pertama kali kesini, padahal deket dengan rumah.

Ambiencenya enak buat ngerjain tugas dan ngobrol dengan teman sejawat.

Wifi kenceng, banyak colokan, makanan dan minumannya juga relatif murah.

Minuman dan makanan start from 10rb",5,2024-01-09T16:14:25.737Z,TRUE,ChIJEXJtGNeX1i0R6EftAgaS3Yk
112558238022441751956,Baru sekali kesini dan cuma beli Es Kopi Gula Aren. Udah pas sih takarannya.,5,2022-05-11T09:10:24.915Z,TRUE,ChIJu6CAsySV1i0RO4xpcDW5DSs
108074367992563282190,Basecamp komunitas saya,5,2020-03-15T08:49:30.741Z,TRUE,ChIJk0rV8c-V1i0Rptk09IwbuBs
116632225898555005552,"Basecamp, tempat nongkrong ter enak",5,2020-06-11T03:21:46.960Z,TRUE,ChIJk0rV8c-V1i0Rptk09IwbuBs
101038532815837327839,"beberapa kali ke sini and imo, ini tempat paling enak buat nugas/belajar yang fokus. tempatnya kecil jadi kerasa lebih private, minusnya kalau pelanggan lain yang tipenya agak rame jadi agak keganggu. tapi ya I wouldn't protest sih ya, masih bisa pake earphones. selalu duduk di indoor lantai 2, sofanya empuk dan di sampingnya ada stop kontak. I like how the lighting is not too strong, jadi kerasa lebih comfy aja (my own preference sih). kipas (atau AC ya?) juga pas, walaupun cuma satu tapi gede jadi ngga kurang atau terlalu dingin. wastafel bersih dan ada kaca sedang, tipenya open gitu jadi mungkin kurang oke buat yang suka worry diliatin orang lain. ada dry toilet di lantai 2, ngga ada jet spray ya tapi ada bidet. oiya yang aku notice, toiletnya cukup sering dibersihin ulang sih, jadi tiap mau ke toilet ngga bau.",5,2025-02-11T14:20:34.164Z,TRUE,ChIJOY3WLQOV1i0RwuwHYc0rUg4
112435428825162503313,"beli 2 brownsugar kopi, rasanya basi. trs dgnti lg nggak enak sm skli.",1,2025-03-17T10:01:12.141Z,FALSE,ChIJu6CAsySV1i0RO4xpcDW5DSs
106344249936706655933,"Beli 4 kopi di sini krn ratingnya bagus. Tp ternyata tdk selamanya rating menjamin rasanya. Kopinya gak terasa, cuman manis saja. Maaf.",1,2023-04-22T05:02:04.851Z,FALSE,ChIJu6CAsySV1i0RO4xpcDW5DSs
117483378643897251068,Beli gula aren dan cokes and cream rasanya cia atau nggak ada manis2nya sama skali,1,2025-04-05T14:55:22.083Z,FALSE,ChIJu6CAsySV1i0RO4xpcDW5DSs
116424627253115910303,Beli kopi cocok untuk kaum mahasiswa karena harga nya yang lumayan murah,5,2022-01-04T07:33:32.662Z,TRUE,ChIJu6CAsySV1i0RO4xpcDW5DSs
106922885865064189253,"Beli Kopi Jember termasuk salah satu kedai kopi kekinian dengan harga terjangkau

Pribadi untuk menu 9000 saya kurang suka
Namun untuk Menu 10.000 saya cocok

Harga sangat terjangkau dengan Combo menariknya disertai Roti Panggang
Tempat Kenyamanan 4/5

Pelayanan ramah, tersedia virtual payment",5,2021-10-04T04:19:37.639Z,TRUE,ChIJu6CAsySV1i0RO4xpcDW5DSs
117315147099691453879,"Beli makanan nunggu lama, ternyata kelupaan belum dibuatin. Beli ice latte dikasih hot latte. Rasa biasa saja, menjual suasana",3,2025-02-11T15:09:08.935Z,FALSE,ChIJfwPNV2eV1i0Rpz-C5nnFWdk
114947188028713556526,Beli Spanish latte di gojek pake cup yg warna merah tapi yg dateng cup plastik,3,2024-09-13T06:58:47.701Z,FALSE,ChIJXb90c3iV1i0RjmZsp_jCRyg
113678080911771227953,Beli Spanish latte kok Cup-nya bukan yg merah ya padahal di gojek warna merah hmmm apa harus beli langsung?,3,2024-09-13T07:00:06.830Z,FALSE,ChIJXb90c3iV1i0RjmZsp_jCRyg
111200636226024863485,"benerann enak banget ga ngecewain, menu fav aku Matcha frappe, pelayanannya sangat memuaskan pelanggan, kalo bisa di rate mau 100000/10 dan kakak nya ramah bangetttt",5,2024-09-03T13:06:39.000Z,FALSE,ChIJXb90c3iV1i0RjmZsp_jCRyg
107010896138908372146,Bersaing sungguh dengan pesenkopi,5,2021-10-29T05:11:09.406Z,TRUE,ChIJu6CAsySV1i0RO4xpcDW5DSs
104236649384528890500,"Bersatu kita teguh, berkumpul kita ke tomoro",5,2024-04-09T13:32:01.912Z,FALSE,ChIJXb90c3iV1i0RjmZsp_jCRyg
110977879115413496402,Best,5,2024-10-01T00:41:35.890Z,FALSE,ChIJXb90c3iV1i0RjmZsp_jCRyg
104665930334017043634,best coffee in jember,5,2024-08-30T13:58:02.877Z,FALSE,ChIJHRhX4pWX1i0RslvmUUB3fQs
116291882945779399818,"best coffee in town😍
wajib cobain omakase kalo kesini hihi",5,2025-10-30T13:22:12.550Z,TRUE,ChIJgaSgQQKV1i0RNTHcruo-0ag
101105604139746419487,"Best coffee shop in Jember, coffee based atau non coffee nya enak semua. Juga mixology nya gak ada obat.
Mesen menu karo merem lak enak kabeh, entek seng zonk.",5,2025-01-24T16:02:56.167Z,TRUE,ChIJgaSgQQKV1i0RNTHcruo-0ag
115332265916618417951,"best coffeshop in town sih. buat rasa juara dibanding yg lain, brewed bean-nya gak sekedar arabica/robusta aja, tp ada macem lainnya.",5,2022-09-27T05:40:40.312Z,TRUE,ChIJgaSgQQKV1i0RNTHcruo-0ag
104308644353430152867,"Best kak monica thanx a lot
Mocca coffe",5,2024-09-03T14:02:29.826Z,FALSE,ChIJXb90c3iV1i0RjmZsp_jCRyg
105739036078747460738,"Best place for nongs, ngobrol, dll. Vibenya authentic by tomorrow 🤙🏻",5,2025-02-20T05:18:46.969Z,FALSE,ChIJXb90c3iV1i0RjmZsp_jCRyg
115387197236473596061,Best price fine place,5,2024-04-25T04:54:52.298Z,TRUE,ChIJEXJtGNeX1i0R6EftAgaS3Yk
111507843903040312709,Biasa ajaa,5,2024-08-21T06:34:13.979Z,FALSE,ChIJu6CAsySV1i0RO4xpcDW5DSs
107806323965410283065,"Biasanya aku minum kopi cuma pada saat dibutuhkan, tapi pas nyoba salah satu menu belikopi yaitu kopi susu nusantara, aku jadi suka kopi 😭 enak banget?? trus murah juga 😭🙏 sejak saat itu aku jdi pgn beli kopi mulu 😇 PDHL GW PGN BERHEMAT AAKKK",5,2024-05-20T01:41:30.803Z,TRUE,ChIJu6CAsySV1i0RO4xpcDW5DSs
107668101660317449039,bingung mau pesen apa jadi pilih kopi susu nusantara yg ada kecapnya. ternyata enak. wajib coba sih,4,2023-12-12T23:51:52.824Z,TRUE,ChIJu6CAsySV1i0RO4xpcDW5DSs
116325462354722547816,"Bintang 1 buat tempatnya aja tpi kurng cocok buat laptopan/kerja… buat yg biasa ngopi jgn dsni ya gk rekomen, pesen v60 datangnya malah kopi tubrukan  ala ala🗿, kentangnya jg tipis dan letoy, mudahan kedepan bisa di tingkatkan kualitasnya",1,2023-06-06T09:33:25.941Z,FALSE,ChIJcx44d_2V1i0RJPQNFKOaDjg
116727899780384599856,Bintang 4 dulu.,4,2022-09-19T15:52:00.463Z,TRUE,ChIJu6CAsySV1i0RO4xpcDW5DSs
117678156026630060428,Bintang 5 buat BELIKOPI ⭐⭐⭐⭐⭐,5,2023-11-16T17:36:17.316Z,FALSE,ChIJu6CAsySV1i0RO4xpcDW5DSs
